공항명,항공기 제조사 모델,충격 정도,비행날짜,항공사,출발지(주),비행의 단계,야생동물 크기,야생동물 종,시간대,기타 비용,수리 비용,총 비용,지시 속도(노트)
GREATER PITTSBURGH,DC-9-30,,1997-10-11,US AIRWAYS*,펜실베니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
PORTLAND INTL (OR),B-737-300,소소한,1997-10-12,SOUTHWEST AIRLINES,오리건,하강,크다,알 수 없는 새 - 큼,밤,0,0,0,220
SACRAMENTO INTL,B-737-300,,1997-10-12,UNITED AIRLINES,켈리포니아,착륙,중간,붉은꼬리매,밤,0,0,0,
HONOLULU INTL ARPT,B-737,,1997-10-12,ALOHA AIRLINES,하와이,착륙,작다,비둘기,낮,0,0,0,100
HOUSTON-HOBBY,B-737,,1997-10-12,UNKNOWN,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,80
LOGAN INTL,B-757-200,엄청난,1997-10-13,DELTA AIR LINES,메사추세츠,이륙,크다,그레이트 블루헤론,새벽,0,0,0,
MINETA SAN JOSE INTL,B-727,,1997-10-13,DELTA AIR LINES,켈리포니아,착륙,크다,알 수 없는 새 - 큼,밤,0,0,0,
SEATTLE-TACOMA INTL,DHC8 DASH 8,,1997-10-13,HORIZON AIR,워싱턴,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
LIHUE ARPT,B-737-200,,1997-10-13,ALOHA AIRLINES,하와이,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1997-10-13,AMERICAN AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-10-13,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
WASHINGTON DULLES INTL ARPT,B-777-200,,1997-10-13,UNITED AIRLINES,워싱턴 DC,상승,작다,흰점찌르레기,낮,0,0,0,150
KANSAS CITY INTL,B-737-400,,1997-10-13,US AIRWAYS*,미주리,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,
SAN ANTONIO INTL,MD-80,,1997-10-13,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,
MEMPHIS INTL,A-310,,1997-10-13,FEDEX EXPRESS,테네시,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,135
SAN FRANCISCO INTL ARPT,A-320,,1997-10-14,AMERICA WEST AIRLINES,켈리포니아,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,250
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-400,소소한,1997-10-14,US AIRWAYS*,플로리다,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,230
LIHUE ARPT,B-737-200,,1997-10-14,ALOHA AIRLINES,하와이,착륙,작다,검은가슴물떼새,낮,0,0,0,
GREATER PITTSBURGH,B-737,,1997-10-14,US AIRWAYS*,펜실베니아,착륙,작다,우는비둘기,낮,0,0,0,135
MEMPHIS INTL,B-727-100,,1997-10-14,FEDEX EXPRESS,테네시,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
ATLANTA INTL,FOKKER F100,,1997-10-14,AMERICAN AIRLINES,조지아,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,200
CHARLOTTE/DOUGLAS INTL ARPT,C-208,,1997-10-15,BUSINESS,노스 캐롤라이나,진입,중간,알 수 없는 새 - 중간,밤,362,0,362,150
NEW ORLEANS INTL,MD-83,,1997-10-15,AMERICAN AIRLINES,루이지애나,상승,작다,알 수 없는 새 - 작음,새벽,0,0,0,190
LOS ANGELES INTL,B-757-200,엄청난,1997-10-15,UNITED AIRLINES,켈리포니아,이륙,작다,비둘기,낮,0,0,0,90
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9-10,,1997-10-15,TRANS WORLD AIRLINES,켄터키,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
PHOENIX SKY HARBOR,MD-80,,1997-10-16,AMERICAN AIRLINES,아리조나,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
JOHN F KENNEDY INTL,B-757-200,,1997-10-16,AMERICAN AIRLINES,뉴욕,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
NEWARK LIBERTY INTL ARPT,MD-11,,1997-10-16,FEDEX EXPRESS,뉴저지,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1997-10-17,AMERICAN AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,황혼,0,0,0,220
NEWARK LIBERTY INTL ARPT,MD-11,,1997-10-17,FEDEX EXPRESS,뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
LOS ANGELES INTL,B-757-200,,1997-10-17,UNITED AIRLINES,켈리포니아,착륙,작다,비둘기,낮,0,0,0,
LOUISVILLE INTL ARPT,B-757-200,,1997-10-18,UPS AIRLINES,켄터키,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,120
NEW ORLEANS INTL,B-757-200,,1997-10-18,DELTA AIR LINES,루이지애나,이륙,중간,알 수 없는 새 - 중간,밤,0,0,0,190
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,,1997-10-18,US AIRWAYS*,노스 캐롤라이나,상승,작다,흰점찌르레기,황혼,0,0,0,160
HONOLULU INTL ARPT,B-737-200,,1997-10-19,ALOHA AIRLINES,하와이,상승,크다,알 수 없는 새 - 큼,낮,0,0,0,140
SAN ANTONIO INTL,MD-80,,1997-10-19,AMERICAN AIRLINES,텍사스,상승,중간,미국까마귀,낮,0,0,0,160
LOGAN INTL,B-757-200,,1997-10-19,AMERICA WEST AIRLINES,메사추세츠,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
TETERBORO AIRPORT,LEARJET-35,소소한,1997-10-20,BUSINESS,뉴저지,이륙,크다,그레이트 블루헤론,황혼,0,0,0,
NEW ORLEANS INTL,B-737,,1997-10-20,SOUTHWEST AIRLINES,루이지애나,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
LAMBERT-ST LOUIS INTL,DC-9,소소한,1997-10-20,TRANS WORLD AIRLINES,미주리,하강,중간,알 수 없는 새 - 중간,황혼,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-82,소소한,1997-10-20,AMERICAN AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,250
MINNEAPOLIS-ST PAUL INTL,B-737-200,,1997-10-20,UNITED AIRLINES,미네소타,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
INDIANAPOLIS INTL,MD-82,,1997-10-20,AMERICAN AIRLINES,인디아나,이륙,작다,알 수 없는 새 - 작음,새벽,0,0,0,150
JOHN F KENNEDY INTL,B-757-200,엄청난,1997-10-21,TRANS WORLD AIRLINES,뉴욕,상승,크다,알 수 없는 새 - 큼,밤,0,0,0,225
RONALD REAGAN WASHINGTON NATL,B-757-200,,1997-10-21,DELTA AIR LINES,워싱턴 DC,상승,중간,북미갈매기,낮,0,0,0,170
JOHN F KENNEDY INTL,DC-10,,1997-10-21,BUSINESS,뉴욕,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
WASHINGTON DULLES INTL ARPT,B-757-200,,1997-10-22,UNITED AIRLINES,워싱턴 DC,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
HONOLULU INTL ARPT,B-737-200,,1997-10-22,ALOHA AIRLINES,하와이,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,1997-10-22,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,145
SACRAMENTO INTL,B-737-300,소소한,1997-10-23,DELTA AIR LINES,켈리포니아,상승,크다,알 수 없는 새 - 큼,낮,0,0,0,170
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,소소한,1997-10-23,US AIRWAYS*,노스 캐롤라이나,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,140
AUSTIN-BERGSTROM INTL,FOKKER F100,,1997-10-23,AMERICAN AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,180
PHILADELPHIA INTL,B-727-200,,1997-10-25,AMERICAN AIRLINES,펜실베니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
SEATTLE-TACOMA INTL,B-737-300,,1997-10-25,SOUTHWEST AIRLINES,워싱턴,진입,작다,아메리카황조롱이,낮,0,0,0,132
SEATTLE-TACOMA INTL,CITATION II,소소한,1997-10-25,BUSINESS,워싱턴,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,145
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,1997-10-25,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,200
LOS ANGELES INTL,EMB-120,,1997-10-26,SKYWEST AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,120
DETROIT METRO WAYNE COUNTY ARPT,DC-10,,1997-10-26,NORTHWEST AIRLINES,미시간,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
HOUSTON-HOBBY,B-737-300,,1997-10-26,SOUTHWEST AIRLINES,텍사스,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,245
RONALD REAGAN WASHINGTON NATL,CL-601/604,,1997-10-27,BUSINESS,워싱턴 DC,진입,중간,북미갈매기,낮,0,0,0,125
HONOLULU INTL ARPT,KC-135R,,1997-10-27,MILITARY,하와이,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,180
DENVER INTL AIRPORT,B-737,,1997-10-27,UNITED AIRLINES,콜로라도,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
DENVER INTL AIRPORT,B-727,,1997-10-27,UNITED AIRLINES,콜로라도,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
DENVER INTL AIRPORT,B-757-200,,1997-10-27,UNITED AIRLINES,콜로라도,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727-200,,1997-10-27,AMERICAN AIRLINES,일리노이,상승,작다,알 수 없는 새 - 작음,황혼,0,0,0,240
NEW ORLEANS INTL,B-737-300,,1997-10-27,SOUTHWEST AIRLINES,루이지애나,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,130
TETERBORO AIRPORT,CL-601/604,엄청난,1997-10-28,BUSINESS,뉴저지,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
LOGAN INTL,A-300,,1997-10-28,AMERICAN AIRLINES,메사추세츠,상승,작다,알 수 없는 새 - 작음,새벽,0,0,0,150
GREATER PITTSBURGH,DHC8 DASH 8,소소한,1997-10-28,PIEDMONT AIRLINES,펜실베니아,상승,작다,흰점찌르레기,낮,0,72,72,150
DALLAS/FORT WORTH INTL ARPT,MD-80,,1997-10-28,AMERICAN AIRLINES,텍사스,착륙,작다,미국울새,낮,0,0,0,100
LAMBERT-ST LOUIS INTL,B-727-100,,1997-10-28,FEDEX EXPRESS,미주리,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1997-10-28,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,180
CHICAGO O'HARE INTL ARPT,B-727,,1997-10-29,UNITED AIRLINES,일리노이,착륙,크다,코요테,낮,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1997-10-29,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1997-10-30,AMERICAN AIRLINES,텍사스,착륙,작다,흰점찌르레기,낮,0,0,0,
HOUSTON-HOBBY,B-737-300,,1997-10-30,SOUTHWEST AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,160
INDIANAPOLIS INTL,B-737-500,,1997-10-31,SOUTHWEST AIRLINES,인디아나,상승,작다,킬디어,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-10-31,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,230
DALLAS/FORT WORTH INTL ARPT,B-767-300,엄청난,1997-11-01,UPS AIRLINES,텍사스,하강,크다,알 수 없는 새 - 큼,밤,0,0,0,250
SALT LAKE CITY INTL,DC-9-30,소소한,1997-11-01,NORTHWEST AIRLINES,유나,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,
SAN FRANCISCO INTL ARPT,B-737-200,,1997-11-01,UNITED AIRLINES,켈리포니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,100
LIHUE ARPT,B-737-200,,1997-11-01,ALOHA AIRLINES,하와이,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,120
ATLANTIC CITY INTL,B-737-200,,1997-11-02,ATLANTIC SOUTHEAST,뉴저지,착륙,중간,북미갈매기,낮,0,0,0,
ATLANTA INTL,B-757-200,,1997-11-02,DELTA AIR LINES,조지아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,200
DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,,1997-11-02,MESABA AIRLINES,미시간,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
ORLANDO INTL,B-737-200,,1997-11-02,US AIRWAYS*,플로리다,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-83,,1997-11-03,AMERICAN AIRLINES,일리노이,상승,중간,알 수 없는 새 - 중간,황혼,0,0,0,250
MINNEAPOLIS-ST PAUL INTL,C-130E,,1997-11-03,MILITARY,미네소타,진입,중간,알 수 없는 새 - 중간,밤,0,3616,3616,160
ORLANDO INTL,BE-1900,,1997-11-03,MESA AIRLINES,플로리다,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
LOUISVILLE INTL ARPT,CITATION II,,1997-11-05,BUSINESS,켄터키,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,
RONALD REAGAN WASHINGTON NATL,MD-82,,1997-11-05,CONTINENTAL AIRLINES,워싱턴 DC,진입,중간,북미갈매기,황혼,0,0,0,130
GREATER PITTSBURGH,DHC8 DASH 8,,1997-11-05,ALLEGHENYAIRLINES,펜실베니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
SEATTLE-TACOMA INTL,B-737-300,,1997-11-06,SOUTHWEST AIRLINES,워싱턴,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-82,,1997-11-06,AMERICAN AIRLINES,일리노이,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,130
LAGUARDIA NY,B-727-200,,1997-11-06,DELTA AIR LINES,뉴욕,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,210
ATLANTIC CITY INTL,B-737-200,,1997-11-07,ATLANTIC SOUTHEAST,뉴저지,이륙,중간,북미갈매기,새벽,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-11-07,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,B-52H,보통많은,1997-11-07,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,황혼,0,21514,21514,155
CLEVELAND-HOPKINS INTL ARPT,B-737-300,,1997-11-07,US AIRWAYS*,오하이오,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,
GREATER PITTSBURGH,BE-1900,소소한,1997-11-07,MESA AIRLINES,펜실베니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
INDIANAPOLIS INTL,B-727-100,,1997-11-07,FEDEX EXPRESS,인디아나,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
HOUSTON-HOBBY,B-737-200,,1997-11-07,SOUTHWEST AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,210
MINNEAPOLIS-ST PAUL INTL,DHC8 DASH 8,,1997-11-08,MESABA AIRLINES,미네소타,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,170
JOHN F KENNEDY INTL,B-757-200,소소한,1997-11-09,TRANS WORLD AIRLINES,뉴욕,상승,크다,알 수 없는 새 - 큼,밤,0,0,0,220
PHILADELPHIA INTL,A-320,소소한,1997-11-09,UNITED AIRLINES,펜실베니아,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,200
RONALD REAGAN WASHINGTON NATL,DC-9,소소한,1997-11-09,NORTHWEST AIRLINES,워싱턴 DC,이륙,중간,북미갈매기,낮,0,0,0,
PORT COLUMBUS INTL,B-737-300,,1997-11-09,AMERICA WEST AIRLINES,오하이오,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,220
GREATER PITTSBURGH,B-737,,1997-11-09,US AIRWAYS*,펜실베니아,이륙,작다,비둘기,황혼,0,0,0,
RONALD REAGAN WASHINGTON NATL,HAWKER 800,소소한,1997-11-10,BUSINESS,워싱턴 DC,진입,크다,알 수 없는 새 - 큼,황혼,0,0,0,210
MINETA SAN JOSE INTL,A-320,소소한,1997-11-10,NORTHWEST AIRLINES,켈리포니아,이륙,중간,알 수 없는 새 - 중간,새벽,0,0,0,
PHILADELPHIA INTL,B-737-400,,1997-11-10,US AIRWAYS*,펜실베니아,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727,,1997-11-10,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-82,엄청난,1997-11-10,AMERICAN AIRLINES,일리노이,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,1997-11-10,AMERICAN EAGLE AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
ATLANTA INTL,B-757-200,,1997-11-10,AMERICA WEST AIRLINES,조지아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,135
SAN FRANCISCO INTL ARPT,B-737-500,,1997-11-10,UNITED AIRLINES,켈리포니아,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,110
SAN ANTONIO INTL,B-727-200,,1997-11-11,FEDEX EXPRESS,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
GREATER PITTSBURGH,SAAB-340,소소한,1997-11-12,CHAUTAUQUA AIRLINES,펜실베니아,진입,크다,캐나다 거위,밤,0,43390,43390,120
NASHVILLE INTL,FOKKER F100,,1997-11-12,AMERICAN AIRLINES,테네시,진입,작다,흰점찌르레기,낮,0,0,0,135
LAGUARDIA NY,B-737-400,,1997-11-12,US AIRWAYS*,뉴욕,하강,작다,알 수 없는 새 - 작음,낮,0,0,0,
LOS ANGELES INTL,B-737-300,,1997-11-13,SOUTHWEST AIRLINES,켈리포니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,100
LOS ANGELES INTL,B-727,,1997-11-13,FEDEX EXPRESS,켈리포니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
SAN ANTONIO INTL,B-737-500,,1997-11-13,SOUTHWEST AIRLINES,텍사스,이륙,작다,알 수 없는 새 - 작음,밤,0,0,0,110
GEORGE BUSH INTERCONTINENTAL,DC-10-30,소소한,1997-11-14,CONTINENTAL AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,220
LAMBERT-ST LOUIS INTL,DC-9,,1997-11-14,NORTHWEST AIRLINES,미주리,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
DENVER INTL AIRPORT,MD-80,,1997-11-15,NORTHWEST AIRLINES,콜로라도,진입,작다,흰점찌르레기,낮,0,0,0,
PHILADELPHIA INTL,B-757-200,,1997-11-16,US AIRWAYS*,펜실베니아,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,150
MINETA SAN JOSE INTL,DA-900,,1997-11-16,BUSINESS,켈리포니아,진입,작다,원숭이올빼미,밤,0,0,0,
SEATTLE-TACOMA INTL,DHC8 DASH 8,,1997-11-17,HORIZON AIR,워싱턴,진입,크다,코요테,밤,0,0,0,
SACRAMENTO INTL,B-737-300,,1997-11-17,SOUTHWEST AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
ATLANTA INTL,B-767-300,,1997-11-17,DELTA AIR LINES,조지아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,180
LAMBERT-ST LOUIS INTL,B-737-300,,1997-11-18,SOUTHWEST AIRLINES,미주리,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,123
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,,1997-11-18,US AIRWAYS*,노스 캐롤라이나,진입,작다,흰점찌르레기,낮,0,0,0,130
WASHINGTON DULLES INTL ARPT,B-757-200,,1997-11-18,UNITED AIRLINES,워싱턴 DC,착륙,작다,흰점찌르레기,낮,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,B-727,,1997-11-19,AMERICAN AIRLINES,텍사스,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,130
PHILADELPHIA INTL,A-300,소소한,1997-11-20,AMERICAN AIRLINES,펜실베니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,130
CLEVELAND-HOPKINS INTL ARPT,BE-1900,엄청난,1997-11-21,EXPRESSJET (CONTINENTAL EXPRS),오하이오,상승,중간,알 수 없는 새 - 중간,새벽,0,0,0,170
HOUSTON-HOBBY,BE-1900,,1997-11-21,EXPRESSJET (CONTINENTAL EXPRS),텍사스,이륙,작다,흰점찌르레기,낮,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-727,,1997-11-22,NORTHWEST AIRLINES,워싱턴 DC,착륙,중간,북미갈매기,낮,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-727-200,,1997-11-22,US AIRWAYS*,워싱턴 DC,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-11-22,AMERICAN AIRLINES,텍사스,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,120
HONOLULU INTL ARPT,B-737-200,,1997-11-23,ALOHA AIRLINES,하와이,착륙,중간,알 수 없는 새 - 중간,밤,0,0,0,
LOS ANGELES INTL,B-737-300,,1997-11-24,SOUTHWEST AIRLINES,켈리포니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
LOUISVILLE INTL ARPT,DA-10 FALCON,,1997-11-25,BUSINESS,켄터키,진입,작다,우는비둘기,새벽,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,,1997-11-25,US AIRWAYS*,노스 캐롤라이나,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,110
CHARLOTTE/DOUGLAS INTL ARPT,B-757-200,,1997-11-26,US AIRWAYS*,노스 캐롤라이나,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,120
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,,1997-11-26,US AIRWAYS*,노스 캐롤라이나,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,80
SACRAMENTO INTL,B-737-300,,1997-11-28,SOUTHWEST AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
NASHVILLE INTL,B-727,,1997-12-01,AMERICAN AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,PA-28,,1997-12-01,BUSINESS,노스 캐롤라이나,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,60
GEORGE BUSH INTERCONTINENTAL,DC-9,,1997-12-02,CONTINENTAL AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1997-12-03,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
MINETA SAN JOSE INTL,B-737-300,,1997-12-04,DELTA AIR LINES,켈리포니아,착륙,중간,알 수 없는 새 - 중간,황혼,0,0,0,110
NASHVILLE INTL,MU2,,1997-12-04,BUSINESS,테네시,진입,작다,알 수 없는 새 - 작음,새벽,0,0,0,120
PHOENIX SKY HARBOR,B-737-300,,1997-12-04,AMERICA WEST AIRLINES,아리조나,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,250
MINETA SAN JOSE INTL,MD-11,,1997-12-05,FEDEX EXPRESS,켈리포니아,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
SAN FRANCISCO INTL ARPT,B-767,,1997-12-08,AMERICAN AIRLINES,켈리포니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,130
SACRAMENTO INTL,B-737-300,중간,1997-12-10,SOUTHWEST AIRLINES,켈리포니아,상승,크다,알 수 없는 새 - 큼,밤,0,0,0,190
CLEVELAND-HOPKINS INTL ARPT,DC-9,중간,1997-12-10,CONTINENTAL AIRLINES,오하이오,이륙,중간,붉은꼬리매,낮,0,0,0,
LOS ANGELES INTL,B-767-300,,1997-12-10,AMERICAN AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,130
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-50,,1997-12-10,NORTHWEST AIRLINES,노스 캐롤라이나,이륙,작다,우는비둘기,새벽,3037,0,3037,60
MEMPHIS INTL,B-727,,1997-12-10,DELTA AIR LINES,테네시,진입,작다,흰점찌르레기,낮,0,0,0,130
PORTLAND INTL (OR),B-757-200,,1997-12-10,UPS AIRLINES,오리건,진입,작다,킬디어,밤,0,0,0,
LIHUE ARPT,B-737,,1997-12-12,ALOHA AIRLINES,하와이,이륙,작다,얼룩말무늬비둘기,낮,0,0,0,
TETERBORO AIRPORT,C-560,,1997-12-14,BUSINESS,뉴저지,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,
DENVER INTL AIRPORT,B-737,,1997-12-14,UNITED AIRLINES,콜로라도,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
MINETA SAN JOSE INTL,MD-90-30,,1997-12-14,DELTA AIR LINES,켈리포니아,착륙,작다,원숭이올빼미,밤,0,0,0,110
PORTLAND INTL (OR),MD-82,,1997-12-14,AMERICAN AIRLINES,오리건,착륙,작다,원숭이올빼미,밤,0,0,0,
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1997-12-15,AMERICAN AIRLINES,일리노이,진입,중간,붉은꼬리매,낮,0,0,0,130
JOHN F KENNEDY INTL,B-767-200,,1997-12-15,UNITED AIRLINES,뉴욕,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-10-10,,1997-12-16,AMERICAN AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,170
SAN FRANCISCO INTL ARPT,B-737-500,,1997-12-16,UNITED AIRLINES,켈리포니아,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,140
PORTLAND INTL (OR),DHC8 DASH 8,중간,1997-12-17,HORIZON AIR,오리건,지상활주,중간,붉은꼬리매,새벽,0,0,0,
PORT COLUMBUS INTL,B-737-300,,1997-12-19,AMERICA WEST AIRLINES,오하이오,하강,중간,알 수 없는 새 - 중간,낮,0,0,0,190
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1997-12-19,MILITARY,루이지애나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,
ATLANTA INTL,MD-88,,1997-12-19,DELTA AIR LINES,조지아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,138
HONOLULU INTL ARPT,DC-9,,1997-12-19,HAWAIIAN AIR,하와이,착륙,작다,알 수 없는 새 - 작음,황혼,0,0,0,100
FORT LAUDERDALE/HOLLYWOOD INTL,MD-82,,1997-12-21,CONTINENTAL AIRLINES,플로리다,상승,크다,튀르키예 독수리,낮,0,0,0,160
