Effect Amount of damage,Flight Date,Phase of flight,Wildlife Size,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
None,1997.7.4,Approach,Medium,Dawn,0,0,0,135
None,1997.7.4,Landing Roll,Medium,Night,0,0,0,110
Medium,1997.7.4,Approach,Small,Day,0,0,0,135
None,1997.7.4,Climb,Small,Day,0,0,0,150
None,1997.7.5,Approach,Small,Day,0,0,0,135
None,1997.7.5,Landing Roll,Small,Day,0,0,0,140
None,1997.7.6,Approach,Small,Day,0,0,0,140
None,1997.7.7,Climb,Medium,Day,0,0,0,160
None,1997.7.7,Approach,Medium,Night,0,0,0,
Substantial,1997.7.7,Landing Roll,Small,Day,0,0,0,115
None,1997.7.7,Approach,Small,Day,0,0,0,125
None,1997.7.8,Approach,Small,Day,0,0,0,142
None,1997.7.8,Landing Roll,Small,Day,0,0,0,
None,1997.7.9,Landing Roll,Medium,Day,0,0,0,
None,1997.7.9,Take-off run,Medium,Day,0,0,0,80
None,1997.7.9,Approach,Medium,Night,0,0,0,
None,1997.7.9,Landing Roll,Small,Day,0,0,0,
None,1997.7.10,Climb,Medium,Day,0,0,0,
None,1997.7.10,Landing Roll,Small,Day,0,0,0,
None,1997.7.11,Approach,Medium,Day,0,0,0,130
None,1997.7.11,Take-off run,Medium,Day,0,0,0,140
None,1997.7.11,Approach,Small,Day,0,0,0,130
None,1997.7.11,Descent,Small,Night,0,0,0,250
Substantial,1997.7.12,Climb,Small,Day,0,0,0,160
None,1997.7.13,Climb,Medium,Day,0,0,0,250
None,1997.7.13,Landing Roll,Medium,Day,0,0,0,
None,1997.7.13,Approach,Small,Night,0,0,0,140
None,1997.7.15,Take-off run,Medium,Day,0,0,0,130
None,1997.7.16,Landing Roll,Medium,Day,0,0,0,140
None,1997.7.16,Climb,Small,Day,0,0,0,230
None,1997.7.17,Approach,Small,Day,0,0,0,130
None,1997.7.17,Take-off run,Small,Day,0,0,0,130
None,1997.7.18,Landing Roll,Medium,Day,0,0,0,
None,1997.7.18,Take-off run,Small,Day,0,0,0,120
None,1997.7.19,Landing Roll,Small,Day,0,0,0,
None,1997.7.20,Landing Roll,Medium,Day,0,0,0,
Substantial,1997.7.20,Take-off run,Small,Day,0,0,0,130
None,1997.7.20,Landing Roll,Small,Day,0,0,0,
None,1997.7.21,Take-off run,Medium,Day,0,0,0,130
None,1997.7.21,Take-off run,Medium,Day,0,0,0,135
None,1997.7.21,Approach,Small,Day,0,0,0,140
None,1997.7.21,Approach,Small,Dusk,0,0,0,
None,1997.7.23,Approach,Medium,Night,0,0,0,160
None,1997.7.23,Approach,Small,Day,0,0,0,170
None,1997.7.24,Climb,Medium,Dusk,0,0,0,150
Substantial,1997.7.25,Take-off run,Medium,Day,0,0,0,
None,1997.7.25,Approach,Medium,Day,0,0,0,140
None,1997.7.25,Landing Roll,Medium,Day,0,0,0,
None,1997.7.25,Approach,Small,Day,0,0,0,123
None,1997.7.25,Climb,Small,Day,0,0,0,110
None,1997.7.25,Landing Roll,Small,Day,0,0,0,110
None,1997.7.26,Landing Roll,Medium,Day,0,0,0,
None,1997.7.27,Climb,Large,Day,0,0,0,178
None,1997.7.28,Climb,Small,Day,0,0,0,250
None,1997.7.29,Landing Roll,Small,Day,0,0,0,120
None,1997.7.30,Climb,Small,Dawn,0,0,0,230
None,1997.7.30,Climb,Small,Day,0,0,0,160
None,1997.7.30,Take-off run,Small,Night,0,0,0,
None,1997.7.31,Approach,Small,Day,0,0,0,145
None,1997.7.31,Approach,Small,Day,0,0,0,140
None,1997.7.31,Landing Roll,Small,Day,0,0,0,125
None,1997.8.1,Take-off run,Medium,Day,0,0,0,
None,1997.8.1,Take-off run,Medium,Day,0,0,0,
None,1997.8.1,Take-off run,Medium,Night,0,0,0,150
None,1997.8.2,Climb,Medium,Day,0,0,0,165
None,1997.8.2,Climb,Small,Dawn,0,0,0,225
None,1997.8.2,Landing Roll,Small,Dusk,0,0,0,140
None,1997.8.3,Descent,Small,Day,0,0,0,130
None,1997.8.4,Climb,Medium,Day,0,0,0,250
None,1997.8.4,Take-off run,Medium,Day,0,0,0,95
None,1997.8.4,Landing Roll,Small,Day,0,0,0,130
None,1997.8.5,Climb,Medium,Day,0,0,0,
None,1997.8.5,Descent,Small,Day,0,0,0,210
None,1997.8.5,Approach,Small,Night,0,0,0,140
Minor,1997.8.6,Approach,Medium,Day,0,0,0,
None,1997.8.6,Approach,Medium,Day,0,0,0,140
None,1997.8.6,Climb,Medium,Day,0,0,0,210
None,1997.8.6,Climb,Medium,Night,0,0,0,210
None,1997.8.6,Approach,Small,Dawn,0,0,0,
None,1997.8.6,Descent,Small,Dawn,0,0,0,240
None,1997.8.6,Approach,Small,Day,0,0,0,160
None,1997.8.7,Approach,Small,Day,0,0,0,125
None,1997.8.7,Take-off run,Small,Day,0,0,0,130
None,1997.8.8,Take-off run,Medium,Night,0,0,0,110
None,1997.8.8,Descent,Small,Night,0,0,0,200
Minor,1997.8.9,Landing Roll,Medium,Day,0,0,0,
None,1997.8.9,Descent,Medium,Day,0,0,0,
None,1997.8.9,Take-off run,Small,Dusk,0,0,0,100
None,1997.8.10,Approach,Small,Day,0,0,0,130
None,1997.8.10,Approach,Small,Day,0,0,0,145
None,1997.8.10,Take-off run,Small,Day,0,0,0,125
None,1997.8.10,Approach,Small,Dusk,0,0,0,134
Minor,1997.8.11,Climb,Large,Dusk,0,0,0,250
None,1997.8.11,Approach,Small,Day,0,0,0,130
None,1997.8.11,Approach,Small,Day,0,0,0,140
None,1997.8.12,Approach,Medium,Day,0,0,0,180
None,1997.8.12,Landing Roll,Medium,Day,0,0,0,
None,1997.8.12,Landing Roll,Small,Day,0,0,0,120
None,1997.8.12,Approach,Small,Night,0,0,0,130
None,1997.8.13,Climb,Large,Day,0,0,0,145
None,1997.8.13,Approach,Medium,Day,0,0,0,134
None,1997.8.13,Landing Roll,Medium,Day,0,0,0,130
Medium,1997.8.14,Approach,Medium,Night,0,0,0,130
None,1997.8.14,Approach,Medium,Night,0,0,0,148
None,1997.8.14,Approach,Medium,Night,0,0,0,145
None,1997.8.14,Approach,Small,Day,0,0,0,120
None,1997.8.15,Take-off run,Medium,Day,0,0,0,
None,1997.8.15,Landing Roll,Medium,Night,0,0,0,150
None,1997.8.15,Approach,Small,Day,0,0,0,131
None,1997.8.16,Approach,Medium,Day,0,0,0,138
None,1997.8.17,Take-off run,Medium,Day,0,0,0,
None,1997.8.18,Climb,Medium,Day,0,0,0,230
None,1997.8.18,Approach,Medium,Night,0,0,0,250
None,1997.8.18,Landing Roll,Medium,Night,0,0,0,
None,1997.8.18,Approach,Small,Day,0,0,0,130
None,1997.8.18,Climb,Small,Day,0,0,0,160
None,1997.8.18,Climb,Small,Day,0,0,0,
None,1997.8.18,Take-off run,Small,Day,0,0,0,120
None,1997.8.18,Descent,Small,Night,0,0,0,250
Substantial,1997.8.19,Climb,Medium,Day,0,0,0,130
None,1997.8.19,Take-off run,Medium,Night,0,0,0,160
None,1997.8.19,Approach,Small,Day,0,0,0,120
None,1997.8.20,Approach,Medium,Night,0,0,0,210
None,1997.8.20,Approach,Small,Day,0,0,0,170
None,1997.8.20,Approach,Small,Day,0,0,0,150
None,1997.8.20,Take-off run,Small,Day,0,0,0,140
None,1997.8.20,Landing Roll,Small,Dusk,0,0,0,120
Substantial,1997.8.21,Climb,Medium,Day,0,144634,144634,
None,1997.8.21,Approach,Medium,Day,0,0,0,140
None,1997.8.21,Climb,Medium,Day,0,0,0,210
Minor,1997.8.21,Approach,Medium,Night,0,0,0,
None,1997.8.21,Climb,Small,Day,0,0,0,170
None,1997.8.21,Landing Roll,Small,Dusk,0,0,0,100
Substantial,1997.8.22,Approach,Small,Day,0,0,0,132
None,1997.8.22,Approach,Small,Day,0,0,0,170
None,1997.8.22,Climb,Small,Day,0,0,0,200
None,1997.8.22,Landing Roll,Small,Day,0,0,0,100
None,1997.8.23,Approach,Large,Day,0,0,0,180
None,1997.8.23,Landing Roll,Medium,Night,0,0,0,
None,1997.8.23,Approach,Small,Night,0,0,0,130
None,1997.8.24,Approach,Medium,Day,0,0,0,
None,1997.8.24,Climb,Medium,Day,0,0,0,160
None,1997.8.24,Approach,Medium,Night,0,0,0,
None,1997.8.24,Take-off run,Medium,Night,0,0,0,
None,1997.8.24,Take-off run,Small,Day,0,0,0,150
None,1997.8.24,Approach,Small,Night,0,0,0,180
None,1997.8.25,Approach,Large,Night,0,0,0,100
Minor,1997.8.25,Approach,Medium,Night,0,0,0,
None,1997.8.26,Climb,Small,Day,0,0,0,140
None,1997.8.26,Climb,Small,Day,0,0,0,140
None,1997.8.26,Landing Roll,Small,Day,0,0,0,8
None,1997.8.27,Approach,Large,Day,0,0,0,
None,1997.8.27,Approach,Medium,Day,0,0,0,125
None,1997.8.27,Landing Roll,Medium,Day,0,0,0,140
None,1997.8.27,Take-off run,Medium,Day,0,0,0,120
None,1997.8.28,Take-off run,Large,Day,0,0,0,160
None,1997.8.28,Approach,Large,Night,0,0,0,160
Substantial,1997.8.28,Climb,Medium,Day,0,0,0,
None,1997.8.28,Climb,Small,Day,0,0,0,150
None,1997.8.28,Landing Roll,Small,Day,0,0,0,100
None,1997.8.29,Landing Roll,Medium,Day,0,0,0,
None,1997.8.29,Descent,Medium,Night,0,0,0,230
None,1997.8.29,Landing Roll,Small,Dusk,0,0,0,100
None,1997.8.29,Approach,Small,Night,0,0,0,130
None,1997.8.30,Landing Roll,Medium,Night,0,0,0,
None,1997.8.30,Approach,Small,Day,0,0,0,210
Substantial,1997.8.31,Take-off run,Medium,Dawn,0,0,0,65
None,1997.9.1,Landing Roll,Medium,Day,0,0,0,130
None,1997.9.1,Take-off run,Medium,Day,0,0,0,120
None,1997.9.1,Approach,Small,Day,0,0,0,130
None,1997.9.1,Approach,Small,Day,0,0,0,180
None,1997.9.1,Approach,Small,Day,0,0,0,130
None,1997.9.1,Take-off run,Small,Day,0,0,0,
None,1997.9.2,Approach,Large,Dawn,0,0,0,110
None,1997.9.2,Climb,Medium,Day,0,0,0,230
None,1997.9.2,Climb,Medium,Day,0,0,0,130
None,1997.9.2,Take-off run,Medium,Day,0,0,0,130
None,1997.9.2,Approach,Small,Night,0,0,0,
None,1997.9.2,Climb,Small,Night,0,0,0,160
None,1997.9.3,Approach,Medium,Night,0,0,0,
None,1997.9.3,Approach,Medium,Night,0,0,0,200
None,1997.9.3,Landing Roll,Small,Day,0,0,0,55
None,1997.9.4,Take-off run,Medium,Dusk,0,0,0,134
None,1997.9.4,Climb,Small,Dusk,0,0,0,160
None,1997.9.4,Approach,Small,Night,0,0,0,160
None,1997.9.5,Descent,Small,Day,0,0,0,170
None,1997.9.6,Climb,Medium,Day,0,0,0,250
None,1997.9.6,Take-off run,Small,Day,0,0,0,140
None,1997.9.6,Approach,Small,Night,0,0,0,180
None,1997.9.7,Landing Roll,Medium,Day,0,0,0,
None,1997.9.7,Approach,Medium,Night,0,0,0,140
None,1997.9.7,Climb,Small,Night,0,0,0,170
None,1997.9.8,Climb,Small,Dawn,0,0,0,150
None,1997.9.8,Landing Roll,Small,Dusk,0,0,0,
Minor,1997.9.9,Approach,Large,Night,0,0,0,180
None,1997.9.9,Approach,Medium,Night,0,0,0,
None,1997.9.9,Approach,Small,Day,0,0,0,150
None,1997.9.9,Approach,Small,Day,0,0,0,150
None,1997.9.9,Landing Roll,Small,Day,0,0,0,
None,1997.9.9,Take-off run,Small,Night,0,0,0,155
Substantial,1997.9.10,Approach,Medium,Day,144634,43390,188024,150
None,1997.9.10,Landing Roll,Medium,Day,0,0,0,
None,1997.9.10,Approach,Medium,Night,0,0,0,200
None,1997.9.10,Climb,Small,Day,0,0,0,135
Minor,1997.9.11,Approach,Medium,Night,0,0,0,
None,1997.9.11,Landing Roll,Small,Day,0,0,0,125
None,1997.9.11,Take-off run,Small,Day,0,0,0,
Minor,1997.9.11,Climb,Small,Night,0,0,0,170
None,1997.9.11,Take-off run,Small,Night,28927,0,28927,120
None,1997.9.12,Climb,Medium,Day,0,0,0,250
None,1997.9.12,Take-off run,Medium,Day,0,0,0,135
None,1997.9.12,Approach,Small,Day,0,0,0,135
None,1997.9.12,Take-off run,Small,Day,0,0,0,30
None,1997.9.13,Approach,Medium,Night,0,0,0,230
None,1997.9.13,Landing Roll,Small,Day,0,0,0,90
Minor,1997.9.14,Climb,Medium,Day,0,0,0,
None,1997.9.14,Approach,Medium,Night,0,0,0,180
None,1997.9.14,Approach,Medium,Night,0,0,0,
None,1997.9.15,Climb,Small,Day,0,0,0,155
None,1997.9.16,Approach,Medium,Day,0,0,0,152
None,1997.9.16,Approach,Medium,Night,0,0,0,250
None,1997.9.17,Climb,Medium,Day,0,0,0,
None,1997.9.18,Climb,Medium,Day,0,0,0,130
None,1997.9.18,Take-off run,Medium,Day,0,0,0,125
None,1997.9.18,Approach,Medium,Night,0,0,0,150
Minor,1997.9.18,Approach,Small,Day,0,0,0,135
Minor,1997.9.18,Climb,Small,Day,0,0,0,140
None,1997.9.18,Approach,Small,Day,0,0,0,140
None,1997.9.18,Take-off run,Small,Day,0,0,0,100
None,1997.9.18,Approach,Small,Night,0,0,0,130
None,1997.9.18,Descent,Small,Night,0,0,0,190
None,1997.9.19,Approach,Large,Night,0,0,0,170
None,1997.9.19,Climb,Medium,Night,0,0,0,
None,1997.9.20,Take-off run,Medium,Day,0,0,0,
None,1997.9.20,Climb,Medium,Night,0,0,0,
None,1997.9.21,Approach,Medium,Day,0,0,0,145
None,1997.9.21,Approach,Small,Dawn,0,0,0,
None,1997.9.21,Approach,Small,Day,0,0,0,134
None,1997.9.21,Approach,Small,Dusk,0,0,0,
Substantial,1997.9.22,Approach,Large,Day,0,0,0,150
Minor,1997.9.22,Climb,Medium,Day,0,0,0,
None,1997.9.22,Climb,Small,Day,0,0,0,140
None,1997.9.22,Take-off run,Small,Day,0,0,0,110
Substantial,1997.9.22,Climb,Small,Night,0,0,0,
None,1997.9.23,Approach,Large,Night,0,0,0,
None,1997.9.24,Approach,Medium,Day,0,0,0,250
None,1997.9.24,Approach,Medium,Dusk,0,0,0,160
None,1997.9.25,Approach,Medium,Night,0,0,0,130
None,1997.9.25,Approach,Medium,Night,0,0,0,180
None,1997.9.25,Approach,Small,Day,0,0,0,
None,1997.9.25,Approach,Small,Day,0,0,0,140
None,1997.9.25,Landing Roll,Small,Day,0,0,0,120
Substantial,1997.9.26,Approach,Large,Night,0,144634,144634,
None,1997.9.26,Approach,Large,Night,0,0,0,
None,1997.9.26,Approach,Medium,Day,0,0,0,160
None,1997.9.26,Landing Roll,Medium,Day,0,0,0,
None,1997.9.26,Landing Roll,Medium,Day,0,0,0,
None,1997.9.26,Approach,Medium,Night,0,0,0,160
None,1997.9.26,Descent,Medium,Night,0,0,0,
None,1997.9.26,Landing Roll,Small,Day,0,0,0,130
None,1997.9.27,Approach,Medium,Night,0,0,0,160
None,1997.9.27,Approach,Small,Day,0,0,0,160
None,1997.9.27,Landing Roll,Small,Day,0,0,0,
None,1997.9.27,Approach,Small,Night,0,0,0,158
None,1997.9.28,Approach,Medium,Day,0,0,0,
None,1997.9.28,Approach,Medium,Day,0,0,0,
None,1997.9.28,Approach,Medium,Night,0,0,0,200
None,1997.9.28,Descent,Medium,Night,0,0,0,230
None,1997.9.28,Approach,Small,Day,0,0,0,140
None,1997.9.28,Descent,Small,Day,0,0,0,
None,1997.9.29,Approach,Large,Day,0,0,0,140
None,1997.9.29,Approach,Medium,Night,0,0,0,140
None,1997.9.29,Landing Roll,Small,Day,0,0,0,
None,1997.9.29,Approach,Small,Night,0,0,0,135
Minor,1997.9.30,Climb,Medium,Day,0,0,0,170
None,1997.9.30,Climb,Medium,Night,0,0,0,150
None,1997.9.30,Approach,Small,Day,0,0,0,140
None,1997.9.30,Approach,Small,Day,0,0,0,135
None,1997.9.30,Landing Roll,Small,Day,0,0,0,140
None,1997.9.30,Approach,Small,Night,0,0,0,160
None,1997.10.1,Climb,Medium,Day,0,0,0,250
None,1997.10.1,Approach,Medium,Night,0,0,0,
None,1997.10.1,Approach,Medium,Night,0,0,0,
None,1997.10.1,Approach,Medium,Night,0,0,0,
None,1997.10.1,Approach,Medium,Night,0,0,0,
None,1997.10.1,Approach,Medium,Night,0,0,0,
None,1997.10.1,Climb,Small,Dawn,0,0,0,140
None,1997.10.1,Approach,Small,Dusk,0,0,0,135
None,1997.10.1,Approach,Small,Night,0,0,0,145
None,1997.10.1,Approach,Small,Night,0,0,0,200
None,1997.10.2,Climb,Medium,Dawn,0,0,0,175
None,1997.10.2,Climb,Medium,Day,0,0,0,138
None,1997.10.2,Approach,Medium,Night,0,0,0,140
None,1997.10.2,Climb,Medium,Night,0,0,0,170
Medium,1997.10.2,Approach,Small,Dusk,0,0,0,143
None,1997.10.2,Approach,Small,Night,0,0,0,140
None,1997.10.2,Climb,Small,Night,0,0,0,
None,1997.10.2,Climb,Small,Night,0,0,0,170
None,1997.10.3,Landing Roll,Small,Day,0,0,0,
None,1997.10.3,Climb,Small,Night,0,0,0,250
Minor,1997.10.4,Approach,Medium,Night,0,0,0,
None,1997.10.4,Approach,Medium,Night,0,0,0,170
None,1997.10.4,Approach,Small,Day,0,0,0,145
None,1997.10.4,Landing Roll,Small,Day,0,0,0,100
None,1997.10.5,Approach,Medium,Day,0,0,0,
Minor,1997.10.5,Approach,Small,Night,0,0,0,
None,1997.10.5,Approach,Small,Night,0,0,0,140
None,1997.10.5,Descent,Small,Night,0,0,0,230
None,1997.10.6,Approach,Medium,Night,0,2314,2314,170
None,1997.10.6,Approach,Medium,Night,0,0,0,
None,1997.10.6,Landing Roll,Small,Day,0,0,0,120
None,1997.10.6,Descent,Small,Night,0,0,0,220
None,1997.10.7,Approach,Medium,Night,0,0,0,210
Medium,1997.10.7,Approach,Small,Day,0,0,0,140
None,1997.10.7,Approach,Small,Day,0,0,0,90
None,1997.10.7,Approach,Small,Day,0,0,0,135
Medium,1997.10.7,Climb,Small,Night,0,0,0,120
None,1997.10.8,Approach,Medium,Day,0,0,0,
None,1997.10.8,Approach,Medium,Dusk,0,0,0,
None,1997.10.9,Approach,Large,Day,0,0,0,160
None,1997.10.9,Landing Roll,Medium,Night,0,0,0,135
None,1997.10.9,Take-off run,Small,Day,0,0,0,150
None,1997.10.9,Approach,Small,Night,0,0,0,150
None,1997.10.9,Climb,Small,Night,0,0,0,200
None,1997.10.10,Landing Roll,Medium,Day,0,0,0,80
None,1997.10.10,Approach,Medium,Night,0,0,0,135
None,1997.10.10,Approach,Medium,Night,0,0,0,
None,1997.10.10,Climb,Medium,Night,0,0,0,145
None,1997.10.10,Descent,Medium,Night,0,0,0,
None,1997.10.10,Take-off run,Small,Dawn,0,0,0,140
None,1997.10.10,Approach,Small,Night,0,0,0,150
None,1997.10.11,Descent,Medium,Day,0,0,0,280
None,1997.10.11,Approach,Small,Day,0,0,0,134
None,1997.10.11,Approach,Small,Day,0,0,0,140
None,1997.10.11,Approach,Small,Night,0,0,0,140
Minor,1997.10.12,Descent,Large,Night,0,0,0,220
None,1997.10.12,Landing Roll,Medium,Night,0,0,0,
None,1997.10.12,Landing Roll,Small,Day,0,0,0,100
None,1997.10.12,Landing Roll,Small,Day,0,0,0,80
Substantial,1997.10.13,Take-off run,Large,Dawn,0,0,0,
None,1997.10.13,Landing Roll,Large,Night,0,0,0,
None,1997.10.13,Approach,Medium,Day,0,0,0,
None,1997.10.13,Climb,Medium,Night,0,0,0,160
None,1997.10.13,Climb,Medium,Night,0,0,0,250
None,1997.10.13,Approach,Small,Day,0,0,0,180
None,1997.10.13,Climb,Small,Day,0,0,0,150
None,1997.10.13,Climb,Small,Day,0,0,0,
None,1997.10.13,Climb,Small,Day,0,0,0,
None,1997.10.13,Approach,Small,Night,0,0,0,135
None,1997.10.14,Climb,Medium,Night,0,0,0,250
Minor,1997.10.14,Climb,Small,Day,0,0,0,230
None,1997.10.14,Landing Roll,Small,Day,0,0,0,
None,1997.10.14,Landing Roll,Small,Day,0,0,0,135
None,1997.10.14,Approach,Small,Night,0,0,0,
None,1997.10.14,Climb,Small,Night,0,0,0,200
None,1997.10.15,Approach,Medium,Night,362,0,362,150
None,1997.10.15,Climb,Small,Dawn,0,0,0,190
Substantial,1997.10.15,Take-off run,Small,Day,0,0,0,90
None,1997.10.15,Approach,Small,Night,0,0,0,140
None,1997.10.16,Approach,Medium,Night,0,0,0,210
None,1997.10.16,Approach,Medium,Night,0,0,0,
None,1997.10.16,Approach,Small,Night,0,0,0,
None,1997.10.17,Climb,Medium,Dusk,0,0,0,220
None,1997.10.17,Approach,Medium,Night,0,0,0,170
None,1997.10.17,Landing Roll,Small,Day,0,0,0,
None,1997.10.18,Approach,Large,Night,0,0,0,120
None,1997.10.18,Take-off run,Medium,Night,0,0,0,190
None,1997.10.18,Climb,Small,Dusk,0,0,0,160
None,1997.10.19,Climb,Large,Day,0,0,0,140
None,1997.10.19,Climb,Medium,Day,0,0,0,160
None,1997.10.19,Approach,Medium,Night,0,0,0,
Minor,1997.10.20,Take-off run,Large,Dusk,0,0,0,
None,1997.10.20,Approach,Medium,Day,0,0,0,
Minor,1997.10.20,Descent,Medium,Dusk,0,0,0,250
Minor,1997.10.20,Climb,Medium,Night,0,0,0,250
None,1997.10.20,Approach,Medium,Night,0,0,0,140
None,1997.10.20,Take-off run,Small,Dawn,0,0,0,150
Substantial,1997.10.21,Climb,Large,Night,0,0,0,225
None,1997.10.21,Climb,Medium,Day,0,0,0,170
None,1997.10.21,Climb,Medium,Night,0,0,0,
None,1997.10.22,Take-off run,Medium,Day,0,0,0,
None,1997.10.22,Approach,Small,Day,0,0,0,140
None,1997.10.22,Approach,Small,Day,0,0,0,145
Minor,1997.10.23,Climb,Large,Day,0,0,0,170
Minor,1997.10.23,Approach,Medium,Day,0,0,0,140
None,1997.10.23,Climb,Medium,Day,0,0,0,180
None,1997.10.25,Approach,Medium,Night,0,0,0,210
None,1997.10.25,Approach,Small,Day,0,0,0,132
Minor,1997.10.25,Approach,Small,Night,0,0,0,145
None,1997.10.25,Climb,Small,Night,0,0,0,200
None,1997.10.26,Approach,Medium,Day,0,0,0,120
None,1997.10.26,Landing Roll,Medium,Day,0,0,0,
None,1997.10.26,Descent,Medium,Night,0,0,0,245
None,1997.10.27,Approach,Medium,Day,0,0,0,125
None,1997.10.27,Climb,Medium,Day,0,0,0,180
None,1997.10.27,Approach,Small,Day,0,0,0,
None,1997.10.27,Take-off run,Small,Day,0,0,0,
None,1997.10.27,Take-off run,Small,Day,0,0,0,
None,1997.10.27,Climb,Small,Dusk,0,0,0,240
None,1997.10.27,Approach,Small,Night,0,0,0,130
Substantial,1997.10.28,Climb,Medium,Night,0,0,0,
None,1997.10.28,Climb,Small,Dawn,0,0,0,150
Minor,1997.10.28,Climb,Small,Day,0,72,72,150
None,1997.10.28,Landing Roll,Small,Day,0,0,0,100
None,1997.10.28,Approach,Small,Night,0,0,0,
None,1997.10.28,Climb,Small,Night,0,0,0,180
None,1997.10.29,Landing Roll,Large,Day,0,0,0,
None,1997.10.29,Approach,Medium,Day,0,0,0,140
None,1997.10.30,Landing Roll,Small,Day,0,0,0,
None,1997.10.30,Approach,Small,Night,0,0,0,160
None,1997.10.31,Climb,Small,Day,0,0,0,
None,1997.10.31,Climb,Small,Night,0,0,0,230
Substantial,1997.11.1,Descent,Large,Night,0,0,0,250
Minor,1997.11.1,Approach,Large,Night,0,0,0,
None,1997.11.1,Landing Roll,Small,Day,0,0,0,100
None,1997.11.1,Landing Roll,Small,Day,0,0,0,120
None,1997.11.2,Landing Roll,Medium,Day,0,0,0,
None,1997.11.2,Approach,Medium,Night,0,0,0,200
None,1997.11.2,Climb,Medium,Night,0,0,0,
None,1997.11.2,Take-off run,Small,Day,0,0,0,
None,1997.11.3,Climb,Medium,Dusk,0,0,0,250
None,1997.11.3,Approach,Medium,Night,0,3616,3616,160
None,1997.11.3,Approach,Small,Day,0,0,0,
None,1997.11.5,Climb,Medium,Day,0,0,0,
None,1997.11.5,Approach,Medium,Dusk,0,0,0,130
None,1997.11.5,Approach,Medium,Night,0,0,0,
None,1997.11.6,Approach,Medium,Day,0,0,0,140
None,1997.11.6,Approach,Medium,Night,0,0,0,130
None,1997.11.6,Climb,Medium,Night,0,0,0,210
None,1997.11.7,Take-off run,Medium,Dawn,0,0,0,
None,1997.11.7,Approach,Medium,Day,0,0,0,130
C,1997.11.7,Approach,Medium,Dusk,0,21514,21514,155
None,1997.11.7,Approach,Medium,Dusk,0,0,0,
Minor,1997.11.7,Approach,Small,Day,0,0,0,140
None,1997.11.7,Approach,Small,Night,0,0,0,
None,1997.11.7,Climb,Small,Night,0,0,0,210
None,1997.11.8,Climb,Small,Night,0,0,0,170
Minor,1997.11.9,Climb,Large,Night,0,0,0,220
Minor,1997.11.9,Climb,Medium,Day,0,0,0,200
Minor,1997.11.9,Take-off run,Medium,Day,0,0,0,
None,1997.11.9,Climb,Medium,Day,0,0,0,220
None,1997.11.9,Take-off run,Small,Dusk,0,0,0,
Minor,1997.11.10,Approach,Large,Dusk,0,0,0,210
Minor,1997.11.10,Take-off run,Medium,Dawn,0,0,0,
None,1997.11.10,Approach,Medium,Day,0,0,0,
None,1997.11.10,Approach,Medium,Day,0,0,0,140
Substantial,1997.11.10,Climb,Medium,Night,0,0,0,
None,1997.11.10,Climb,Medium,Night,0,0,0,
None,1997.11.10,Approach,Small,Day,0,0,0,135
None,1997.11.10,Take-off run,Small,Day,0,0,0,110
None,1997.11.11,Approach,Small,Night,0,0,0,
Minor,1997.11.12,Approach,Large,Night,0,43390,43390,120
None,1997.11.12,Approach,Small,Day,0,0,0,135
None,1997.11.12,Descent,Small,Day,0,0,0,
None,1997.11.13,Landing Roll,Small,Day,0,0,0,100
None,1997.11.13,Approach,Small,Night,0,0,0,
None,1997.11.13,Take-off run,Small,Night,0,0,0,110
Minor,1997.11.14,Climb,Medium,Night,0,0,0,220
None,1997.11.14,Landing Roll,Small,Day,0,0,0,
None,1997.11.15,Approach,Small,Day,0,0,0,
None,1997.11.16,Take-off run,Small,Day,0,0,0,150
None,1997.11.16,Approach,Small,Night,0,0,0,
None,1997.11.17,Approach,Large,Night,0,0,0,
None,1997.11.17,Approach,Medium,Day,0,0,0,
None,1997.11.17,Approach,Medium,Night,0,0,0,180
None,1997.11.18,Approach,Small,Day,0,0,0,123
None,1997.11.18,Approach,Small,Day,0,0,0,130
None,1997.11.18,Landing Roll,Small,Day,0,0,0,100
None,1997.11.19,Landing Roll,Medium,Day,0,0,0,130
Minor,1997.11.20,Approach,Medium,Night,0,0,0,130
Substantial,1997.11.21,Climb,Medium,Dawn,0,0,0,170
None,1997.11.21,Take-off run,Small,Day,0,0,0,
None,1997.11.22,Landing Roll,Medium,Day,0,0,0,
None,1997.11.22,Climb,Small,Day,0,0,0,150
None,1997.11.22,Take-off run,Small,Day,0,0,0,120
None,1997.11.23,Landing Roll,Medium,Night,0,0,0,
None,1997.11.24,Approach,Small,Day,0,0,0,140
None,1997.11.25,Approach,Small,Dawn,0,0,0,
None,1997.11.25,Landing Roll,Small,Day,0,0,0,110
None,1997.11.26,Landing Roll,Small,Day,0,0,0,120
None,1997.11.26,Take-off run,Small,Day,0,0,0,80
None,1997.11.28,Approach,Medium,Night,0,0,0,
None,1997.12.1,Approach,Small,Day,0,0,0,140
None,1997.12.1,Landing Roll,Small,Day,0,0,0,60
None,1997.12.2,Approach,Small,Day,0,0,0,125
None,1997.12.3,Approach,Small,Day,0,0,0,140
None,1997.12.4,Landing Roll,Medium,Dusk,0,0,0,110
None,1997.12.4,Approach,Small,Dawn,0,0,0,120
None,1997.12.4,Climb,Small,Night,0,0,0,250
None,1997.12.5,Climb,Medium,Night,0,0,0,
